session_id,title,chairs,presenters,speakers,moderators,panelists
D4E0B1B0-D76D-450F-9481-B4D93697CBDB,A.02.12 HANDS-ON TRAINING - lidR: (A workshop for) Airborne LiDAR Data Manipulation and Visualization for Environmental Applications,N/A,,"Prof Nicholas Coops - University of British Columbia, Mr Liam Irwin - University of British Columbia, Mr Brent Murray - University of British Columbia",,
4B1C2342-EF78-4494-AB19-A891088CC347,A.02.15 DEMO - Sen4Stat: an open-source toolbox leveraging satellite Earth Observation to improve agriculture statistics,N/A,,"Boris Nörgaard – Université catholique of Louvain (UCLouvain), Guillaume Jadot – Université catholique of Louvain (UCLouvain), Pierre Houdmont – Université catholique of Louvain (UCLouvain), Sophie Bontemps – Université catholique of Louvain (UCLouvain), Cosmin Udroiu – from CS ROMANIA",,
0ABBB171-1732-441C-B50A-07861EE63112,A.03.01 - POSTER - Global Carbon Budgets and Earth Observation,N/A,"Mikhail Urbazaev 2, Qian Song 1, Hajar Saad El Imanni 1, Maciej Soja 1, MR Wenhao Liu 2, Guohua Liu 1, Scott Barningham, Dmitry Schepaschenko 1",,,
1AFC0547-332F-4651-9F99-623401D13B74,A.03.01 Global Carbon Budgets and Earth Observation - PART 1,"Ben Poulter (Spark Climate), Dr. Sophia Walther (Max-Planck-Institute for Biogeochemistry)","Philippe Ciais 1, Nora Linscheid 1, 4, Jacob Nelson 1, Sassan Saatchi 1",,,
4D5BB673-7B08-49AF-ADB4-D0FE83ECB86C,A.03.01 Global Carbon Budgets and Earth Observation - PART 2,"Mike O'Sullivan (University of Exeter), Nora Linscheid (University Of Leipzig)","Dr. Sophia Walther 1, Dr. Katja Kowalski 1, Mengyao Liu 1, Jean-Pierre Wigneron 1, YIDI XU 1, Sujan Koirala 1",,,
A7643214-76BA-4F78-9E07-3B191872FD95,A.04.04 TUTORIAL - Empowering Climate Research with GHGSat Emissions Data,N/A,,"Carles Debart – Director of Business Development for Europe, Antoine Ramier – Science and Systems specialist",,
74148780-9100-48D9-9F88-C9BD68683B2C,A.07.09 ESA Hydrology Science Cluster,N/A,,,,
842B1E8D-F80F-45ED-9BF9-C66B3E381406,A.07.10 DEMO - Generating hydrographic products with GRASS GIS: A hands-on workshop on the Hydrography90m methodology,N/A,,"Giuseppe Amatulli - School of the Environment, Yale University",,
2202E931-2B49-4A3B-8D69-7C8591CB80EA,A.08.02 - POSTER - Advances in the theory and methodology of SAR Oceanography,N/A,"Lulu Si 1, Mozhgan Zahribanhesari 1, Dr. Emlyn Hagen 1, Christoph Schnupfhagn 1, 3, Angela Carmen Cristofano 1",,,
1EBB9293-DA86-43A9-884E-B1F6B12FD7E7,A.08.02 Advances in the theory and methodology of SAR Oceanography - PART 1,"Paco Lopez-Dekker (Delft University Of Technology), Björn Rommen (ESA/ESTEC)","Michael Hart-Davis 1, João Pinelo 1, Malin Johansson 1, José da Silva 1, David McCann 1, Gilles Guitton 1",,,
BEB02684-09A6-4FB5-A55B-937E34DC9047,A.08.02 Advances in the theory and methodology of SAR Oceanography - PART 2,"Paco Lopez-Dekker (Delft University Of Technology), Björn Rommen (ESA/ESTEC)","Owen O'Driscoll 1, Sergi Hernández Burgos 1, Frédéric Nouguier 1, Andreas Theodosiou, Julien Vadnais 1, Aurélien Colin 1",,,
113FED6C-A887-4CCA-BBF0-66DC022CD1E9,A.08.14 Enhancing Cooperation between EC and ESA Ocean Science projects,N/A,,"Victor Vicente Martinez - PML, Pierre Gernez - University of Nantes, Jamie Shutler - University of Exeter, Rosalia Santoleri - CNR-ISMAR, Angela Landolfi - CNR-ISMAR, Yolanda Sagarminaga - AZTI, Vagelis Spyrakos - STIR, Fabiola Silva - Colab Atlantic, Alexander Hayward - DMI, Rafael Goncalves-Araujo - DTU, Artur Palacz - IOPAN, Gyde Kruger - DHI, Bede Davies - University of FNantes, Simon Oiry - University of Nantes","Marie-Helene RIO - ESA, Ivan Conesa - Alcolea, EC",
A1E38E01-1BE7-4ACB-AF35-4702F61F051F,A.09.11 - POSTER - Snow in the cryosphere: improving observations and modelling,N/A,"Dr. Thomas Nagler 1, Alice Carret 1, Dr. Hans Lievens 1, Jeffrey Welch 1, Dilbara Abdushukurova 1, Pierre Zeiger 1, Christian Sommer 1, Susheel Adusumilli 1, 2, Iris de Gélis 1, Janna Rückert 1, 2, 2, Emanuele Mariani 1, Nina Maaß 1, Valentina Premier 1, Bastien Delacroix 1, 2, Nicola Imperatore 1, Kjetil Melvold 1, Lanqing Huang 1, Emmihenna Jääskeläinen 1, Shruti Pancholi 1, 2, Michel TSAMADOS 1, Mel Sandells 1, Claudia Ravasio 1, Alexander Kokhanovsky 1, 2",,,
DDA2832B-4566-42E8-AC85-F1339DCCE389,A.09.11 Snow in the cryosphere: improving observations and modelling - PART 1,"Ghislain Picard (Université Grenoble Alpes), Dr Rosemary Willatt (UCL)","Jonas-frederik Jans 1, Francesca Carletti, Helmut Rott 1, Clémence Turbé 1, Sebastian Roessler 1, Thomas Laraia 1",,,
BF3DA6F2-13B3-4757-8342-2F94A2B389C2,A.09.11 Snow in the cryosphere: improving observations and modelling - PART 2,"Mel Sandells (Northumbria University), Dr Rosemary Willatt (UCL)","Henna-Reetta Hannula 1, Justin Murfitt 1, 2, Gunnar Spreen 1, Clara Vydra 1, 6",,,
8FA6CAEC-0500-41F1-80A2-1FB48173A960,A.10.03 - POSTER - Our solid Earth: from core to surface,N/A,"Daniele Sampietro, Imeime Uyo 1, Prof. Angelo De Santis 1, Zdeněk Martinec 1, Loredana Perrone 1, Kazuma Nakakoji 1, Bart Root 2, Gerardo Maurizio 1, Jingtao Min 1, Dominique Jault 1, Wolfgang Szwillus 1, Imeime Uyo 1, Bart Root 1, Ehsan Forootan 1, Felix Gerick 1, Jing Hou 1, Alice Hopkins 1, Yaxin Bi 1",,,
324D76A4-0A95-4E41-9DCA-4EC33B29F5B9,A.10.03 Our solid Earth: from core to surface - PART 1,"Dr. Ilias Daras (ESA/ESTEC), Dr Elisabetta Iorfida (ESA)","Julien Aubert 1, Kathy Whaler 1, Chris Finlay 1, 2, Bart Root 1, 3",,,
EF1E27B3-64D4-4E01-AAB6-EEEF1749EE19,A.10.03 Our solid Earth: from core to surface - PART 2,"Chris Finlay (DTU Space), Dr. Ilias Daras (ESA/ESTEC)","Erwan Thebault 1, Raffaele Bonadio 1, Anna Maria Marotta 1, Lili Ge 1, Sebastian Cruz Bacca 1, Andy Hooper 1",,,
D17924E7-6E8C-4758-8112-ECC05D9C5643,B.01.07 TUTORIAL - From Space To Impact: Highlighting Key Elements Of EO Integration In The Processes Of Operational Development Finance,N/A,,,,
FA2F9E6A-24A3-4EE1-9A44-AD2446836F1A,B.03.08 - POSTER - Earth Observation in support of the energy transition,N/A,"Faiza Azam 1, Philipp Gärtner 1, Maria Panfilova 1, Giulia Ronchetti 1, Alejandro Sánchez de Miguel 1, Maria Panfilova 1, Martina Aiello 1, Philipp Gärtner, Johannes Albert 1, Dora Hegedus 1, Andrés Orejarena 1",,,
90BEEAD3-53E0-4B43-926A-193BD1D3074A,B.03.08 Earth Observation in support of the energy transition - PART 1,"Zoltan Bartalis (European Space Agency), Dr zaynab guerraou (European Space Agency)","Tim Heijmann 1, Helga Weber 1, Angela Meyer 1, Quentin Paletta 1, Sonia Ponce de León 1",,,
AE9AFABF-9167-4AEE-B2D1-2B4999A4BE21,B.03.08 Earth Observation in support of the energy transition - PART 2,"Dr zaynab guerraou (European Space Agency), Quentin Paletta (European Space Agency)","Dr. Annekatrin Metz-Marconcini 1, Enora Lecordier 1, Filippo Vecchiotti 1, Georgia Karadimou 1, Aleksandra Kaczmarek 1, Dr Rui Song 1, Elke Kraetzschmar 1",,,
A426F883-5967-4ABC-B5C4-2CCE61D268B7,B.04.03 - POSTER - Integrating multi-sensor Earth Observation data to improve natural hazard monitoring,N/A,"Roberto Cilli 1, Jan Blachowski 1, Dr Raphael Grandin 2, Giovanni Salvatore Di Bella 1, Jianan Li 1, Zbigniew Perski 1, Angelo Sozio 1, Megan Udy 1, Constantijn Vleugels 1, Alexandru Mihai Lapadat 1, Eleftheria Basiou 3, Giulia Panegrossi 1, Alyaa Dashti 1, Ms. Artemis Tsagkou 1, Msc. Akram Mahan 1, Edna W Dualeh 1, 2, Hsun-yan Liu 1, 2, Ebrahim Ghaderpour 1, Aleksandra Smentek 1, Zoe Helbing 1, Wilson Andres Velasquez Hurtado 1, Katarzyna Malinowska 1, Marco La Salandra 1",,,
8287C46A-69FB-4228-955B-E790170B7524,B.04.03 Integrating multi-sensor Earth Observation data to improve natural hazard monitoring - PART 1,"Marco La Salandra (University Of Bari), Dr. Rosa Colacicco (Department of Earth and Geoenvironmental Sciences, University Of Bari)","Raffaele Lafortezza, Carlo Alberto Stefanini 1, Anna Sblano 1, MSc Saverio Mancino 1, Katarzyna Januchta 1, Guy Schumann 1",,,
794A9785-A5F4-487E-8434-56409617FE01,B.04.03 Integrating multi-sensor Earth Observation data to improve natural hazard monitoring - PART 2,"Marco La Salandra (University Of Bari), Dr. Rosa Colacicco (Department of Earth and Geoenvironmental Sciences, University Of Bari)","3, Joan Sturm 1, Simone Ippoliti 1, Christine Gläßer 1, Tomas Pucik 2, Francesco Spina 1",,,
B06D5E7A-2529-4EE3-9824-F61464197FD9,B.04.08 TUTORIAL - Mapping for Disaster Risk Management: Using UN-SPIDER Recommended Practices and Digital Twin for Effective Flood Hazard Depiction,N/A,,"Josi Bregulla - University of Bonn, Lóránt Czárán - University of Bonn, Martin Hilljegerdes - University of Bonn, Victor Korir - University of Bonn, Dr. Michael Schmidt - University of Bonn, Jumpei Takami - University of Bonn",,
6F7E5974-CC44-4E42-9368-D8738DBC896D,C.01.07 - POSTER - Discrete Global Grid Systems (DGGS),N/A,"Daniel Loos 1, Michael Jendryke 1, Justus Magin 1, Alexander Kmoch 3, Jean-Marc Delouis 1, Dr Matthew Purss 1",,,
D2D8A96D-95D6-4CFB-A1BF-98C00B18CF26,C.01.17 Creating the Perfect Bouquet of Innovation: Designing the Next EO Technology Demonstration Mission - Part 1,N/A,,"Emma De Cocker - ESA, Tuur Strobbe - ESA, Sofia Lembo - ESA",,
05038E8E-C309-41FB-85C8-F5A982613DDD,C.01.24 TUTORIAL - Land Characterization System Software (LCHS),N/A,,"Njomaba, Elisha - NSLS, Spiller, Dario - NSLD, Peiser, Livia - NSL, Henry, Matieu - NSL",,
B3EBA7E8-AC98-4CC8-90F9-B516ADDB1609,C.03.01 - POSTER - The Sentinel User Preparation Initiative for High-Priority Applications,N/A,"Stefan Muehlbauer 1, Anke Schickling 1, Malcolm Davidson 1, Maria Kremezi 1, Tazio Strozzi 1, Paulina Bartkowiak 1, Till Andreas Soya Rasmussen 1",,,
C31736C8-79BC-48F9-B5ED-99B36A49A2CC,C.03.01 The Sentinel User Preparation Initiative for High-Priority Applications,"Anke Schickling (European Space Agency - ESRIN), Giuseppe Ottavianelli (ESA)","Heike Bach 1, Robert Milewski 1, Petra Philipson 1, Malin Johansson 1, Carsten Brockmann 1, Dr Thomas Higginbottom 1",,,
F3915431-9DAD-4211-B353-03EDFD74956C,"C.03.05 - POSTER - Copernicus CRISTAL: Operational Monitoring for Cryospheric Science, Hydrology, and Oceanography from Coasts to Polar Seas",N/A,"Nicolas Taburet 1, Stelios Mertikas 1, Rasmus Tonboe 1, Juan Pedro López-Zaragoza 1, Claire Miller 1, Alamgir Hossan 1, Charlie McKeown 2, Pablo García Arnaud 1, Tsz Yan Leung 1, Michele Scagliola 1, Valeria Gracheva 1, Timur Mulic 1, Albert Garcia-Mondéjar 1",,,
7C5A63A7-6182-4849-9B27-AE2F94B51D24,"C.03.05 Copernicus CRISTAL: Operational Monitoring for Cryospheric Science, Hydrology, and Oceanography from Coasts to Polar Seas","Sahra Kacimi (Jet Propulsion Laboratory), Paolo Cipollini (ESA)","Tania Gil Duarte Casal 1, Jack Landy 1, Michel Guerra-Bernal 1, Malcolm Mcmillan 1, Federica Polverari 1, Cristina Martin Puig 1",,,
39B2AFEA-07F6-4BAB-A820-34D97FD2C283,C.03.06 - POSTER - Synergy of visible and infrared measurements for Earth surface applications,N/A,"Claire LEJOSNE 1, Tomasz Dąbrowa 1, Gohar Ghazaryan 1, Stuart Phinn 1",,,
5AE656D5-F576-4038-BA10-AB327643A697,C.03.06 Synergy of visible and infrared measurements for Earth surface applications,N/A,,A Review of Visible/IR Synergy for Land Applications,,
3F71ABA9-5B1A-4771-A287-639A2FE4F92A,C.03.15 10 Years of Copernicus Sentinel-2 - PART 1,N/A,,,,
456DB3F7-F844-4245-9C2D-A90B32F1EC2A,C.03.15 10 Years of Copernicus Sentinel-2 - PART 2,N/A,,,,
30C3B102-9A2C-40E6-940F-184A406058DE,C.04.02 TUTORIAL - EarthCARE sample dataset handling,N/A,,Marijana Crepulja - ECMWF,,
4D835C57-CB6B-4DBC-B4F6-F5B32FE6854D,C.05.01 - POSTER - PROBA-V and PV-CC,N/A,"Dr Marta Luffarelli 1, Luis Gómez-Chova 1",,,
4EEAE2A1-C6D2-48E5-926C-DB5069347EEF,C.05.01 PROBA-V and PV-CC,"Fabrizio Niro (Serco for ESA/ESRIN), Roberto Biasutti (ESA)","Stefan Adriaensen 1, Sindy Sterckx 1, Audric Bos 1, Xavier Collaud 1, Stanislav Borisov 1, Iskander Benhadj 1",,,
A41DD3C0-D052-4551-8F68-86A72A05CED3,C.05.08 TRUTHS,N/A,,"Simonetta Cheli - ESA, Thomas August - ESA, Nigel Fox - NPL, Andrea Mainin - ESA",,
56FB9737-D57D-49B8-B89F-258B84B99C25,C.06.05 - POSTER - CEOS Analysis Ready Data (CEOS-ARD),N/A,"Dr Frazer Christie 1, Jerome Louis 1, Carsten Brockmann 1, Dr Frazer Christie 1, Jonathon Ross 1, Dr. David Small 1",,,
A3E19EC8-BF2B-459E-89FC-41B49A5B3BF0,C.06.09 - POSTER - CAL/VAL towards future VNIR/SWIR imaging spectroscopy,N/A,"Camille Desjardins 1, Luis Gonzalez Vilas 1, Pieter de Vis 1, Martin Bachmann 1, Dr Vincent Leroy 1",,,
16EBF2E2-6DF0-4E12-932B-038515ACC508,C.06.09 CAL/VAL towards future VNIR/SWIR imaging spectroscopy,"Vera Krieger (German Space Agency (DLR)), Emiliano Carmona Flores (German Aerospace Center (DLR))","Claudia Emde 1, Kevin Ruddick 1, Dr. Tristan Harmel 1, Patrizia Sacco 3, Emiliano Carmona Flores 1, Keely Roth 1",,,
6EF73AFA-6207-4D94-B71B-67B1A9A8580A,"C.06.14 DEMO - The DEMIX Operations Platform: a free tool for the visualisation, processing and quality assessment of Digital Elevation Models",N/A,,Axel Corseaux - VisioTerra,,
CDAC45AE-D463-4823-9C95-F118E7C5AB80,C.06.19 DEMO - Sentinel-2 Open-Source Viewing Model Tool (Sen2VM),N/A,,Antoine Burie - CS GROUP,,
130AE89F-F932-4C78-B4BC-949E7E247C5D,D.01.02 - POSTER - Technological Innovations for a Digital Twin of the Earth system,N/A,"Alejandra Rios 1, Björn Backeberg 1, Akram Zaytar 1, Axel Rochel 1, Cristina Ruiz Villena 1, Matteo Cortese, Heikki Astola 1, Alvaro Lau 1, Henry de Waziers 2, Henry de Waziers 1, Simone Mantovani 1, Patryk Grzybowski 1, Francesco Vuolo 1, Genc Hoxha",,,
AE245075-D2D2-47C3-9FFA-94AE26BF5868,D.01.02 Technological Innovations for a Digital Twin of the Earth system - PART 1,"Dr Claudia Vitolo (European Space Agency), Michael Schick (EUMETSAT)","Oriol Hinojo Comellas, Alessandro Amici 1, Cesare Rossi 1, Daniel Wiesmann 1, Michael Schick 1",,,
2CF6C779-D709-4A38-B9AD-6AB46197EBD2,D.01.02 Technological Innovations for a Digital Twin of the Earth system - PART 2,"Michael Schick (EUMETSAT), Dr Claudia Vitolo (European Space Agency)","Vincent Martin 1, GABRIELE MURCHIO 1, Alexander Jacob 1, Leticia Pérez Sienes, Jens Henrik Göbbert 1, Okke Van Eck 1",,,
401C7779-B118-4925-AC33-4C7FDAA50DE9,D.01.09 HANDS-ON TRAINING - DestinE Platform: how to create your processor in Insula Processing,N/A,,"Cesare Rossi - CGI, Beatrice Gottardi - CGI, Francesco Cantavenera - CGI",,
7FF3F6B9-456E-425F-A1FD-3AAD03084A50,D.02.19 TUTORIAL - Foundation Models for Remote Sensing Applications,N/A,,"Nikolaos-Ioannis Bountos - Nataional Technical University of Athens, Adam Stewart - Technical University of Munich",,
DBC43074-1BC3-47CD-AABD-7797DCC84556,D.02.23 DEMO - Machine Learning API for Earth Observation Data Cubes,N/A,,"Brian Pondi - Institute for Geoinformatics, University of Munster, Rolf Simoes - OpenGeoHub Foundation",,
4B6D9B47-9BAE-4DB6-A3D4-218C48D8A0C4,D.03.02 - POSTER -Free Open Source Software for the Geospatial Domain: current status & evolution,N/A,"Jean Baptiste Barré 1, Thierry Koleck 1, Alice de Bardonnèche-Richard 1, Nils Lehmann 2, Adam J. Stewart 2, Mickael Savinaud 1, James Hinton 1, Richard Conway 1, Andreas Piter 1, Emmanuel Mathot 1, 2, Mario Winkler 1, Stefan Blumentrath 1, Baturalp Arisoy 1, Carsten Brockmann 1, Tomasz Furtak 1, 3",,,
59B02279-E536-4162-8763-4ACB7228C2AE,D.03.02 Free Open Source Software for the Geospatial Domain: current status & evolution - PART 1,"Salvatore Pinto (Esa), Dr Anca Anghelea (Esa)","Marco Bernasocchi 1, Deyan Samardzhiev 1, Anne Fouilloux 2, Lazaro Alonso 1, Sylvia Sylvander 1, Gilberto Camara 1",,,
437441B7-E0A2-4D01-8E69-38AF96650FDD,D.03.02 Free Open Source Software for the Geospatial Domain: current status & evolution - PART 2,"Dr Chandra Taposeea-Fisher (Telespazio UK), Salvatore Pinto (Esa)","Dr. Marian Neagul 1, Gerald Fenoy 1, Adam Stewart 1, Andreas Trawöger 1, Thomas Storm 1, Codrina Maria Ilie 1",,,
4C4E386E-FEA0-4033-8CC3-A158006CC8AF,D.03.06 Empowering Collective Action Through Earth Observation: Informing and Engaging Society,N/A,,"Naoko Sugita - Advisor to the Director, EORC, STD-I , JAXA, Giuliana Miranda - Climate Correspondent, Oxford Climate Journalism Network, Folha de S.Paulo, Julian Akani Guery - lead Data Scientist , Kayross, DG-DEFIS Representative, DG-CLIMA Representative",Anca Anghelea - ESA,
63BAD67A-3EF6-4E3D-9B93-3BE2F6BF62B0,D.03.07 Implementing FAIR Open Science: Advancing ESA’s EO Science Strategy,N/A,,"Prof. Anna Hogg – RSC4Earth, University of Leipzig, Prof. Miguel Mahecha - School of Earth and Environment at the University of Leeds, Julie Lowndes - co-director, Openscapes, Marco Celesti - Earth Surface Hyperspectral & Multi-spectral Optical Scientist, ESA, Stefanie Lumnitz - Horizon Europe EO Scientist, Delegated expert to DG-RTD, Geoff.Busswell - VP, Business Growth, Telespazio",,
3B4C896E-8D9E-4240-BB85-F95BC638BD2B,D.03.10 HANDS-ON TRAINING - EarthCODE 101 Hands-On Workshop,N/A,,"Samardzhiev Deyan - Lampata, Anne Fouilloux - Simula Labs, Dobrowolska Ewelina Agnieszka - Serco, Stephan Meissl - EOX IT Services GmbH",,
1EFD2847-F6F7-4991-9B14-986A8D3A60E7,"D.03.14 TUTORIAL - ESA WorldCereal: Cloud-based, Custom Crop Mapping Made Easy",N/A,,"Jeroen Degerickx - VITO Remote Sensing, Hendrik Boogaard - Wageningen Environmental Research",,
3EF2E823-44DD-4605-BB30-69AE1A8ACB8E,D.03.21 DEMO - Revolutionizing EO Data Access: The Power of openEO Federation,N/A,,Jeroen Dries - VITO,,
113D658D-6904-48F2-8DCF-6B8630F6A760,D.03.23 DEMO - Real-time Collaboration for GIS Workflows with JupyterGIS,N/A,,,,
FE2CBAD1-81D6-4D4C-A71D-C465A1A3B4D1,D.03.25 DEMO - The WorldCereal Reference Data Module: An open harmonized repository of global crop data,N/A,,,,
F8A45A91-6492-462A-8FAB-C97EF4E61E4A,D.03.30 DEMO - Raster and Vector Data Cubes Across Spatial Data Science Languages - Part 1,N/A,,"Yomna Eid - University of Muenster, Mohammad Alasawedah - University of Muenster, Abhishek Singh - University of Muenster, Felix Cremer - University of Muenster",,
FF3209E5-9E95-4AC7-A773-D710620C85D7,D.03.30 DEMO - Raster and Vector Data Cubes Across Spatial Data Science Languages - Part 2,N/A,,"Yomna Eid - University of Muenster, Mohammad Alasawedah - University of Muenster, Abhishek Singh - University of Muenster, Felix Cremer - University of Muenster",,
F73C9415-7A77-4483-A6F9-A8F5D4FB6E69,"D.03.31 DEMO - SNAP in Action - Various Application Examples throught the week demonstrating the power of SNAP for EO data visualisation, analysis and processing - Session 1",N/A,,"Diana Harosa - CS Romania, Cosmin Cara - CS Romania",,
E0DA0192-5DAA-4B69-92C9-C12342BDBB3B,D.04.07 Unlocking Copernicus Browser & openEO Capabilities in the Copernicus Data Space Ecosystem,N/A,,"Grega Milcinski - Sinergise, Jeroen Dries - Vito",,
F3A350FC-F2CF-43E1-B68E-082A6ABCA015,D.04.08 HANDS-ON TRAINING - EO Data Processing with openEO: transitioning from local to cloud,N/A,,"Claus Michele - Eurac Research, Bolzano, Italy, Zvolenský Juraj - Eurac Research, Bolzano, Italy, Jacob Alexander - Eurac Research, Bolzano, Italy, Pratichhya Sharma - VITO, Mol, Belgium",,
283198FF-B9CC-4149-9B30-D27050999B1B,D.04.09 HANDS-ON TRAINING - EOEPCA Exploitation Platform Hands-on Deployment and Usage,N/A,,,,
259BB083-9C8F-45CB-B998-FCBA3746581D,"D.04.20 DEMO - Can I use your code? Free, fast and open processing of EO data in the EU",N/A,,Pratichhya Sharma - VITO,,
EA7C0877-1CC8-41DB-A087-7D9AB6182C14,D.04.23 DEMO - Leveraging Sentinel Zarr Data,N/A,,Konstantin Ntokas - Brockmann Consult,,
9745CA77-3EA7-4268-AC90-B654DE39E68D,D.04.29 DEMO - xcube viewer: More than visualization - using xcube Viewer for exploration and analysis of Earth Science Data,N/A,,,,
1AC3CD57-3579-487D-BC84-C9CFD3497100,D.04.31 DEMO - NoR Updates and Road Map - Session 1,N/A,,,,
6E102C55-9F6D-482E-8B9B-07FEA08C254D,D.05.06 Keynote Panel: Improving Environmental Sustainability - How Industry is meeting the Challenges,N/A,,"Maciej Krzyżanowski - CEO, CloudFerro, Lex Coors - President EU Data Centre Alliance & Chief Data Centre Engineering Officer at Digital Realty (Netherlands), Astrid Wynne - Head of Sustainability, AI and Automation, Techbuyer, Daniel Pope - Co-founder and CTO of Submer",,
